fallait,418213,VERB,3PS;INFLECTED_FORM
laisse,415761,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
faisant,415666,PARTICIPLE,
origine,410853,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
voit,409444,VERB,3PS;INFLECTED_FORM
entendu,409339,PARTICIPLE,ADJECTIVE,
vieux,408665,ADJECTIVE,NOUN,SINGULAR
grandes,408193,ADJECTIVE,
droite,407201,ADJECTIVE,NOUN,SINGULAR
base,404952,NOUN,SINGULAR
dois,403111,VERB,
prit,402915,VERB,3PS;INFLECTED_FORM
mars,402395,NOUN,SINGULAR
bureau,399442,NOUN,SINGULAR
long,399052,ADJECTIVE,NOUN,SINGULAR
passage,388518,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
plupart,388042,NOUN,SINGULAR
doivent,387851,VERB,
membres,387411,NOUN,PLURAL
endroit,381928,NOUN,SINGULAR
sein,378404,NOUN,SINGULAR
ligne,376684,NOUN,SINGULAR
afin,376540,CONJUNCTION,
bord,369204,NOUN,SINGULAR
cuisine,367340,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
disait,367255,VERB,3PS;INFLECTED_FORM
beau,365959,ADJECTIVE,NOUN,ADVERB,SINGULAR
doigts,365829,NOUN,PLURAL
noir,364940,ADJECTIVE,NOUN,SINGULAR
autour,361839,ADVERB,PREPOSITION,NOUN,SINGULAR
signe,361301,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
puisse,359658,VERB,3PS;INFLECTED_FORM;SUBJ
longue,356208,ADJECTIVE,
libre,355995,ADJECTIVE,
peuple,354789,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR
peau,352214,NOUN,SINGULAR
blanc,351487,ADJECTIVE,NOUN,SINGULAR
devient,347762,VERB,3PS;INFLECTED_FORM
voulu,343463,PARTICIPLE,
parole,343445,NOUN,INTERJECTION,SINGULAR
furent,341765,VERB,
vont,341504,VERB,
haut,337193,ADJECTIVE,ADVERB,NOUN,SINGULAR
musique,336928,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
justice,336580,NOUN,SINGULAR
village,335731,NOUN,SINGULAR
seconde,335589,ADJECTIVE,NOUN,SINGULAR
soient,334616,VERB,INFLECTED_FORM;SUBJ
bruit,334228,NOUN,SINGULAR
livres,333388,NOUN,VERB,INFLECTED_FORM;PLURAL;SUBJ
cour,329993,NOUN,SINGULAR
verre,329184,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
juillet,328714,NOUN,SINGULAR
mari,328603,NOUN,SINGULAR
moindre,328274,ADJECTIVE,
dessus,328268,ADVERB,PREPOSITION,NOUN,SINGULAR
bonheur,328031,NOUN,SINGULAR
filles,327838,NOUN,PLURAL
social,327670,ADJECTIVE,NOUN,SINGULAR
propres,325093,ADJECTIVE,
voyage,325080,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
appel,323855,NOUN,SINGULAR
semaine,323555,NOUN,SINGULAR
mariage,323197,NOUN,SINGULAR
domaine,322667,NOUN,SINGULAR
acte,322634,NOUN,SINGULAR
perdu,320413,PARTICIPLE,ADJECTIVE,
ancien,319596,ADJECTIVE,NOUN,SINGULAR
gros,319147,ADJECTIVE,NOUN,SINGULAR
jeunes,316830,ADJECTIVE,NOUN,PLURAL
ouvrage,316401,NOUN,SINGULAR
chance,315705,NOUN,SINGULAR
tenir,315543,VERB,INF;INFLECTED_FORM;SUBJ
culture,315321,NOUN,SINGULAR
petites,315205,ADJECTIVE,
lors,315018,ADVERB,
visite,313038,NOUN,VERB,3PS;INFLECTED_FORM;SINGULAR
suivre,312438,VERB,
midi,311822,NOUN,SINGULAR
avis,311501,NOUN,SINGULAR
aura,311494,NOUN,VERB,3PS;INFLECTED_FORM;SINGULAR
douleur,311028,NOUN,SINGULAR
entrer,310998,VERB,
regarde,309948,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SUBJ
avant,309504,ADVERB,PREPOSITION,NOUN,SINGULAR
travaux,308637,NOUN,PLURAL
pleine,307415,ADJECTIVE,
police,307128,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
absence,306973,NOUN,SINGULAR
lieux,305416,NOUN,PLURAL
