dynamo,23,NOUN,PROPER NOUN,SINGULAR
favorit,23,NOUN,SINGULAR
emma,23,PROPER NOUN,
eric,23,PROPER NOUN,
gabriel,23,PROPER NOUN,
mainzer,23,NOUN,PROPER NOUN,SINGULAR
nils,23,PROPER NOUN,
robin,23,PROPER NOUN,
zöllen,23,NOUN,PLURAL
anstatt,23,CONJUNCTION,PREPOSITION,HAS_EXAMPLE
räumt,23,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM
solches,23,PRONOUN,
axel,22,PROPER NOUN,
bagger,22,VERB,NOUN,FORM_OF;IMP;INFLECTED_FORM;SINGULAR
daumen,22,NOUN,SINGULAR
dominik,22,PROPER NOUN,
debüt,22,NOUN,SINGULAR
etappe,22,NOUN,SINGULAR
gehweg,22,NOUN,SINGULAR
irland,22,PROPER NOUN,
jena,22,PROPER NOUN,
kürze,22,VERB,NOUN,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
katze,22,NOUN,SINGULAR
manfred,22,PROPER NOUN,
leyen,22,PROPER NOUN,
jäger,22,NOUN,PROPER NOUN,SINGULAR
libanon,22,PROPER NOUN,
pauli,22,PROPER NOUN,
melanie,22,PROPER NOUN,
pascal,22,PROPER NOUN,NOUN,SINGULAR
simone,22,PROPER NOUN,
tausend,22,NUMERAL,NOUN,INTERJECTION,HAS_EXAMPLE;SINGULAR
